0	11	109005334	0	0	11	109858774	1	13
0	11	109005334	0	0	11	110136142	1	13
0	11	109016002	0	0	11	109037338	1	56
0	11	109016002	0	0	11	109048006	1	20
0	11	109016002	0	0	11	109346710	1	9
0	11	109016002	0	0	11	109357378	1	38
0	11	109026670	0	0	11	109464058	1	17
0	11	109026670	0	0	11	109837438	1	12
0	11	109026670	0	0	11	110061466	1	67
0	11	109026670	0	0	11	110114806	1	16
0	11	109037338	0	0	11	109048006	1	209
0	11	109037338	0	0	11	109058674	1	74
0	11	109037338	0	0	11	109069342	1	38
0	11	109037338	0	0	11	109453390	1	15
0	11	109037338	0	0	11	109624078	1	20
0	11	109037338	0	0	11	109816102	1	6
0	11	109037338	0	0	11	109826770	1	108
0	11	109037338	0	0	11	109837438	1	4
0	11	109037338	0	0	11	109848106	1	27
0	11	109037338	0	0	11	109858774	1	19
0	11	109037338	0	0	11	109890778	1	16
0	11	109037338	0	0	11	109954786	1	5
0	11	109037338	0	0	11	109997458	1	11
0	11	109037338	0	0	11	110008126	1	23
0	11	109037338	0	0	11	110082802	1	2
0	11	109037338	0	0	11	110114806	1	11
0	11	109037338	0	0	11	110125474	1	45
0	11	109037338	0	0	11	110136142	1	67
0	11	109037338	0	0	11	110146810	1	35
0	11	109037338	0	0	11	111160270	1	9
0	11	109037338	0	0	11	111362962	1	19
0	11	109048006	0	0	11	109058674	1	255
0	11	109048006	0	0	11	109069342	1	18
0	11	109048006	0	0	11	109090678	1	1
0	11	109048006	0	0	11	109304038	1	5
0	11	109048006	0	0	11	109453390	1	37
0	11	109048006	0	0	11	109464058	1	41
0	11	109048006	0	0	11	109474726	1	2
0	11	109048006	0	0	11	109485394	1	31
0	11	109048006	0	0	11	109613410	1	13
0	11	109048006	0	0	11	109634746	1	15
0	11	109048006	0	0	11	109677418	1	2
0	11	109048006	0	0	11	109688086	1	23
0	11	109048006	0	0	11	109720090	1	8
0	11	109048006	0	0	11	109730758	1	7
0	11	109048006	0	0	11	109752094	1	1
0	11	109048006	0	0	11	109794766	1	19
0	11	109048006	0	0	11	109805434	1	33
0	11	109048006	0	0	11	109816102	1	73
0	11	109048006	0	0	11	109826770	1	21
0	11	109048006	0	0	11	109890778	1	21
0	11	109048006	0	0	11	109901446	1	50
0	11	109048006	0	0	11	109912114	1	4
